2025-12-09 08:00:00.031 [scheduling-1] INFO  c.s.i.f.m.s.FundMonitorScheduler - ========== 开始执行基金监控定时任务 ==========
2025-12-09 09:40:11.828 [main] INFO  c.s.i.s.service.DatabaseInitializer - 表 alarm_record 已存在，跳过创建
2025-12-09 09:40:11.829 [main] INFO  c.s.i.s.service.DatabaseInitializer - 表 email_recipient 已存在，跳过创建
2025-12-09 09:40:11.830 [main] INFO  c.s.i.s.service.DatabaseInitializer - 表 system_config 已存在，跳过创建
2025-12-09 09:40:11.831 [main] INFO  c.s.i.s.service.DatabaseInitializer - 表 user 已存在，跳过创建
2025-12-09 09:40:11.905 [main] INFO  c.s.i.s.service.DatabaseInitializer - SQL脚本 schema.sql 执行完成
2025-12-09 09:40:11.905 [main] INFO  c.s.i.s.service.DatabaseInitializer - 开始执行SQL脚本: init.sql
2025-12-09 09:40:11.928 [main] INFO  c.s.i.s.service.DatabaseInitializer - SQL脚本 init.sql 执行完成
2025-12-09 09:40:11.928 [main] INFO  c.s.i.s.service.DatabaseInitializer - 数据库初始化完成
2025-12-09 09:40:12.125 [main] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 12 ms, SQL: SELECT * FROM system_config WHERE enabled = 1 ORDER BY create_time ASC
2025-12-09 09:40:12.126 [main] INFO  c.s.i.s.service.SystemConfigService - 系统配置缓存加载完成，共加载 4 个配置项
2025-12-09 09:40:12.477 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page: class path resource [static/index.html]
2025-12-09 09:40:12.842 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2025-12-09 09:40:12.861 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-12-09 09:40:12.877 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2025-12-09 09:40:12.892 [main] INFO  com.sunlight.invest.FundApplication - Started FundApplication in 5.355 seconds (JVM running for 6.067)
2025-12-09 09:40:12.898 [main] INFO  c.s.i.system.service.UserInitializer - 开始初始化默认用户...
2025-12-09 09:40:12.902 [main] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM user WHERE username = 'admin'
2025-12-09 09:40:12.902 [main] INFO  c.s.i.system.service.UserInitializer - 默认管理员用户已存在
2025-12-09 09:40:12.902 [main] INFO  c.s.i.system.service.UserInitializer - 用户初始化完成
2025-12-09 09:40:12.902 [main] INFO  c.s.i.s.s.SystemConfigInitializer - 开始初始化系统配置...
2025-12-09 09:40:12.905 [main] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM system_config WHERE config_key = 'threshold_5_percent'
2025-12-09 09:40:12.905 [main] INFO  c.s.i.s.s.SystemConfigInitializer - 配置项已存在，跳过: threshold_5_percent
2025-12-09 09:40:12.907 [main] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM system_config WHERE config_key = 'threshold_4_percent'
2025-12-09 09:40:12.908 [main] INFO  c.s.i.s.s.SystemConfigInitializer - 配置项已存在，跳过: threshold_4_percent
2025-12-09 09:40:12.910 [main] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM system_config WHERE config_key = 'monitor_days'
2025-12-09 09:40:12.910 [main] INFO  c.s.i.s.s.SystemConfigInitializer - 配置项已存在，跳过: monitor_days
2025-12-09 09:40:12.911 [main] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM system_config WHERE config_key = 'schedule_cron'
2025-12-09 09:40:12.911 [main] INFO  c.s.i.s.s.SystemConfigInitializer - 配置项已存在，跳过: schedule_cron
2025-12-09 09:40:12.911 [main] INFO  c.s.i.s.s.SystemConfigInitializer - 系统配置初始化完成
2025-12-09 09:40:16.737 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-12-09 09:40:16.737 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-12-09 09:40:16.738 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-12-09 09:40:16.883 [http-nio-8080-exec-6] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 4 ms, SQL: SELECT COUNT(*) FROM fund_monitor
2025-12-09 09:40:16.893 [http-nio-8080-exec-6] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 7 ms, SQL: SELECT COUNT(*) FROM alarm_record WHERE create_time BETWEEN 2025-12-09T00:00 AND 2025-12-09T23:59:59
2025-12-09 09:40:16.895 [http-nio-8080-exec-6] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT COUNT(*) FROM email_recipient
2025-12-09 09:40:16.916 [http-nio-8080-exec-8] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT COUNT(*) FROM fund_monitor
2025-12-09 09:40:16.918 [http-nio-8080-exec-8] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 0 ms, SQL: SELECT COUNT(*) FROM alarm_record WHERE create_time BETWEEN 2025-12-09T00:00 AND 2025-12-09T23:59:59
2025-12-09 09:40:16.920 [http-nio-8080-exec-8] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT COUNT(*) FROM email_recipient
2025-12-09 09:40:16.990 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 3 ms, SQL: SELECT * FROM alarm_record ORDER BY create_time DESC LIMIT 5
2025-12-09 09:40:18.177 [http-nio-8080-exec-2] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM user WHERE username = 'admin'
2025-12-09 09:40:18.177 [http-nio-8080-exec-2] INFO  c.s.i.system.service.UserService - 用户登录成功: admin
2025-12-09 09:40:19.223 [http-nio-8080-exec-6] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT COUNT(*) FROM fund_monitor
2025-12-09 09:40:19.227 [http-nio-8080-exec-6] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT COUNT(*) FROM alarm_record WHERE create_time BETWEEN 2025-12-09T00:00 AND 2025-12-09T23:59:59
2025-12-09 09:40:19.229 [http-nio-8080-exec-6] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT COUNT(*) FROM email_recipient
2025-12-09 09:40:19.234 [http-nio-8080-exec-7] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT COUNT(*) FROM fund_monitor
2025-12-09 09:40:19.236 [http-nio-8080-exec-7] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT COUNT(*) FROM alarm_record WHERE create_time BETWEEN 2025-12-09T00:00 AND 2025-12-09T23:59:59
2025-12-09 09:40:19.238 [http-nio-8080-exec-7] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 0 ms, SQL: SELECT COUNT(*) FROM email_recipient
2025-12-09 09:40:19.251 [http-nio-8080-exec-10] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 3 ms, SQL: SELECT * FROM alarm_record ORDER BY create_time DESC LIMIT 5
2025-12-09 09:40:19.257 [http-nio-8080-exec-9] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM alarm_record ORDER BY create_time DESC LIMIT 5
2025-12-09 09:40:21.331 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM fund_monitor ORDER BY create_time ASC
2025-12-09 09:40:21.337 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 5 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '010500' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:21.339 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '016858' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:21.340 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '007950' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:21.342 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 0 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '014198' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:21.343 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '021526' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:21.345 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '018561' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:21.346 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '002834' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:21.347 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '012920' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:21.348 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '002170' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:21.350 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 0 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '023918' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:21.351 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '007721' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:21.353 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '017428' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:22.487 [http-nio-8080-exec-4] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT COUNT(*) FROM fund_monitor
2025-12-09 09:40:22.489 [http-nio-8080-exec-4] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT COUNT(*) FROM alarm_record WHERE create_time BETWEEN 2025-12-09T00:00 AND 2025-12-09T23:59:59
2025-12-09 09:40:22.491 [http-nio-8080-exec-4] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 0 ms, SQL: SELECT COUNT(*) FROM email_recipient
2025-12-09 09:40:22.495 [http-nio-8080-exec-8] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT COUNT(*) FROM fund_monitor
2025-12-09 09:40:22.497 [http-nio-8080-exec-8] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT COUNT(*) FROM alarm_record WHERE create_time BETWEEN 2025-12-09T00:00 AND 2025-12-09T23:59:59
2025-12-09 09:40:22.498 [http-nio-8080-exec-8] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 0 ms, SQL: SELECT COUNT(*) FROM email_recipient
2025-12-09 09:40:22.533 [http-nio-8080-exec-7] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 5 ms, SQL: SELECT * FROM alarm_record ORDER BY create_time DESC LIMIT 5
2025-12-09 09:40:22.541 [http-nio-8080-exec-10] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM alarm_record ORDER BY create_time DESC LIMIT 5
2025-12-09 09:40:23.500 [http-nio-8080-exec-9] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 3 ms, SQL: SELECT * FROM fund_monitor ORDER BY create_time ASC
2025-12-09 09:40:23.502 [http-nio-8080-exec-9] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '010500' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:23.505 [http-nio-8080-exec-9] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '016858' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:23.506 [http-nio-8080-exec-9] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '007950' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:23.509 [http-nio-8080-exec-9] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '014198' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:23.511 [http-nio-8080-exec-9] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '021526' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:23.512 [http-nio-8080-exec-9] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 0 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '018561' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:23.514 [http-nio-8080-exec-9] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '002834' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:23.517 [http-nio-8080-exec-9] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '012920' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:23.519 [http-nio-8080-exec-9] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '002170' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:23.521 [http-nio-8080-exec-9] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '023918' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:23.524 [http-nio-8080-exec-9] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '007721' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:23.526 [http-nio-8080-exec-9] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '017428' ORDER BY nav_date DESC LIMIT 1
2025-12-09 09:40:26.985 [http-nio-8080-exec-4] INFO  c.s.i.f.m.c.FundReportController - 手动触发基金数据报告发送
2025-12-09 09:40:26.985 [http-nio-8080-exec-4] INFO  c.s.i.f.m.s.FundDataReportTask - 开始执行基金数据报告任务
2025-12-09 09:40:26.988 [http-nio-8080-exec-4] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM fund_monitor WHERE enabled = 1 ORDER BY create_time ASC
2025-12-09 09:40:26.991 [http-nio-8080-exec-4] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '010500' ORDER BY nav_date ASC LIMIT 7
2025-12-09 09:40:26.994 [http-nio-8080-exec-4] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '016858' ORDER BY nav_date ASC LIMIT 7
2025-12-09 09:40:26.996 [http-nio-8080-exec-4] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '007950' ORDER BY nav_date ASC LIMIT 7
2025-12-09 09:40:26.998 [http-nio-8080-exec-4] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '014198' ORDER BY nav_date ASC LIMIT 7
2025-12-09 09:40:27.000 [http-nio-8080-exec-4] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '021526' ORDER BY nav_date ASC LIMIT 7
2025-12-09 09:40:27.003 [http-nio-8080-exec-4] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '018561' ORDER BY nav_date ASC LIMIT 7
2025-12-09 09:40:27.006 [http-nio-8080-exec-4] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '002834' ORDER BY nav_date ASC LIMIT 7
2025-12-09 09:40:27.009 [http-nio-8080-exec-4] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '012920' ORDER BY nav_date ASC LIMIT 7
2025-12-09 09:40:27.012 [http-nio-8080-exec-4] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '002170' ORDER BY nav_date ASC LIMIT 7
2025-12-09 09:40:27.014 [http-nio-8080-exec-4] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '023918' ORDER BY nav_date ASC LIMIT 7
2025-12-09 09:40:27.017 [http-nio-8080-exec-4] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '007721' ORDER BY nav_date ASC LIMIT 7
2025-12-09 09:40:27.019 [http-nio-8080-exec-4] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '017428' ORDER BY nav_date ASC LIMIT 7
2025-12-09 09:40:27.022 [http-nio-8080-exec-4] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM email_recipient WHERE enabled = 1 ORDER BY create_time ASC
2025-12-09 09:40:29.114 [http-nio-8080-exec-4] INFO  c.s.i.n.s.EmailNotificationService - HTML邮件发送成功，收件人数量: 1, 主题: 【基金数据日报】2025年12月09日
2025-12-09 09:40:29.114 [http-nio-8080-exec-4] INFO  c.s.i.f.m.s.FundDataReportTask - 基金数据报告发送完成，共处理 12 个基金
2025-12-09 09:43:04.968 [main] INFO  com.sunlight.invest.FundApplication - Starting FundApplication using Java 1.8.0_152 on sunlight with PID 68380 (D:\javaAI\monitor\target\classes started by Administrator in D:\javaAI\monitor)
2025-12-09 09:43:04.971 [main] INFO  com.sunlight.invest.FundApplication - No active profile set, falling back to 1 default profile: "default"
2025-12-09 09:43:06.696 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2025-12-09 09:43:06.704 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-12-09 09:43:06.705 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-12-09 09:43:06.706 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.83]
2025-12-09 09:43:06.865 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-12-09 09:43:06.867 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1845 ms
2025-12-09 09:43:06.946 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2025-12-09 09:43:07.629 [main] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2025-12-09 09:43:08.059 [main] INFO  c.s.i.s.service.DatabaseInitializer - 开始初始化数据库...
2025-12-09 09:43:08.059 [main] INFO  c.s.i.s.service.DatabaseInitializer - 检查数据库 fund 是否存在...
2025-12-09 09:43:08.867 [main] INFO  c.s.i.s.service.DatabaseInitializer - 数据库 fund 已存在
2025-12-09 09:43:08.868 [main] INFO  c.s.i.s.service.DatabaseInitializer - 开始执行SQL脚本: schema.sql
2025-12-09 09:43:08.877 [main] INFO  c.s.i.s.service.DatabaseInitializer - 表 fund_nav 已存在，跳过创建
2025-12-09 09:43:08.879 [main] INFO  c.s.i.s.service.DatabaseInitializer - 表 fund_monitor 已存在，跳过创建
2025-12-09 09:43:08.881 [main] INFO  c.s.i.s.service.DatabaseInitializer - 表 index_data 已存在，跳过创建
2025-12-09 09:43:08.882 [main] INFO  c.s.i.s.service.DatabaseInitializer - 表 alarm_record 已存在，跳过创建
2025-12-09 09:43:08.883 [main] INFO  c.s.i.s.service.DatabaseInitializer - 表 email_recipient 已存在，跳过创建
2025-12-09 09:43:08.883 [main] INFO  c.s.i.s.service.DatabaseInitializer - 表 system_config 已存在，跳过创建
2025-12-09 09:43:08.884 [main] INFO  c.s.i.s.service.DatabaseInitializer - 表 user 已存在，跳过创建
2025-12-09 09:43:08.955 [main] INFO  c.s.i.s.service.DatabaseInitializer - SQL脚本 schema.sql 执行完成
2025-12-09 09:43:08.955 [main] INFO  c.s.i.s.service.DatabaseInitializer - 开始执行SQL脚本: init.sql
2025-12-09 09:43:08.976 [main] INFO  c.s.i.s.service.DatabaseInitializer - SQL脚本 init.sql 执行完成
2025-12-09 09:43:08.976 [main] INFO  c.s.i.s.service.DatabaseInitializer - 数据库初始化完成
2025-12-09 09:43:09.164 [main] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 13 ms, SQL: SELECT * FROM system_config WHERE enabled = 1 ORDER BY create_time ASC
2025-12-09 09:43:09.165 [main] INFO  c.s.i.s.service.SystemConfigService - 系统配置缓存加载完成，共加载 4 个配置项
2025-12-09 09:43:09.553 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page: class path resource [static/index.html]
2025-12-09 09:43:09.935 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2025-12-09 09:43:09.957 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-12-09 09:43:09.973 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2025-12-09 09:43:09.987 [main] INFO  com.sunlight.invest.FundApplication - Started FundApplication in 5.467 seconds (JVM running for 5.912)
2025-12-09 09:43:09.993 [main] INFO  c.s.i.system.service.UserInitializer - 开始初始化默认用户...
2025-12-09 09:43:09.997 [main] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM user WHERE username = 'admin'
2025-12-09 09:43:09.998 [main] INFO  c.s.i.system.service.UserInitializer - 默认管理员用户已存在
2025-12-09 09:43:09.998 [main] INFO  c.s.i.system.service.UserInitializer - 用户初始化完成
2025-12-09 09:43:09.998 [main] INFO  c.s.i.s.s.SystemConfigInitializer - 开始初始化系统配置...
2025-12-09 09:43:10.000 [main] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM system_config WHERE config_key = 'threshold_5_percent'
2025-12-09 09:43:10.000 [main] INFO  c.s.i.s.s.SystemConfigInitializer - 配置项已存在，跳过: threshold_5_percent
2025-12-09 09:43:10.002 [main] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM system_config WHERE config_key = 'threshold_4_percent'
2025-12-09 09:43:10.002 [main] INFO  c.s.i.s.s.SystemConfigInitializer - 配置项已存在，跳过: threshold_4_percent
2025-12-09 09:43:10.004 [main] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM system_config WHERE config_key = 'monitor_days'
2025-12-09 09:43:10.004 [main] INFO  c.s.i.s.s.SystemConfigInitializer - 配置项已存在，跳过: monitor_days
2025-12-09 09:43:10.006 [main] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM system_config WHERE config_key = 'schedule_cron'
2025-12-09 09:43:10.006 [main] INFO  c.s.i.s.s.SystemConfigInitializer - 配置项已存在，跳过: schedule_cron
2025-12-09 09:43:10.006 [main] INFO  c.s.i.s.s.SystemConfigInitializer - 系统配置初始化完成
2025-12-09 09:43:13.964 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-12-09 09:43:13.964 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-12-09 09:43:13.965 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-12-09 09:43:13.986 [http-nio-8080-exec-1] INFO  c.s.i.f.m.c.FundReportController - 手动触发基金数据报告发送
2025-12-09 09:43:13.986 [http-nio-8080-exec-1] INFO  c.s.i.f.m.s.FundDataReportTask - 开始执行基金数据报告任务
2025-12-09 09:43:13.990 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 3 ms, SQL: SELECT * FROM fund_monitor WHERE enabled = 1 ORDER BY create_time ASC
2025-12-09 09:43:13.997 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 4 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '010500' ORDER BY nav_date DESC LIMIT 5
2025-12-09 09:43:14.000 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '016858' ORDER BY nav_date DESC LIMIT 5
2025-12-09 09:43:14.003 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '007950' ORDER BY nav_date DESC LIMIT 5
2025-12-09 09:43:14.006 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '014198' ORDER BY nav_date DESC LIMIT 5
2025-12-09 09:43:14.008 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '021526' ORDER BY nav_date DESC LIMIT 5
2025-12-09 09:43:14.011 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '018561' ORDER BY nav_date DESC LIMIT 5
